asset_kind,id,route_slug,local_file_name,source_rel_path,planned_drive_folder,drive_file_id,drive_file_url,privacy,notes
clip_markdown,lo-dev-016,life-of-a-loan-roles-and-responsibilities,first-file-survival-guide__life-of-a-loan-roles-and-responsibilities__lo-kickoff.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/first-file-survival-guide__life-of-a-loan-roles-and-responsibilities__lo-kickoff.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-016
clip_video,lo-dev-017,onboarding-series-overview,training-academy__onboarding-series-overview__lo-kickoff.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/training-academy__onboarding-series-overview__lo-kickoff.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Onboarding Series Overview | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-017,onboarding-series-overview,training-academy__onboarding-series-overview__lo-kickoff.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/training-academy__onboarding-series-overview__lo-kickoff.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-017
clip_caption,lo-dev-017,onboarding-series-overview,training-academy__onboarding-series-overview__lo-kickoff.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/training-academy__onboarding-series-overview__lo-kickoff.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-017
clip_markdown,lo-dev-017,onboarding-series-overview,training-academy__onboarding-series-overview__lo-kickoff.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/training-academy__onboarding-series-overview__lo-kickoff.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-017
clip_video,lo-dev-018,ticket-system,troubleshooting__ticket-system__lo-kickoff.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/troubleshooting__ticket-system__lo-kickoff.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Ticket System | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-018,ticket-system,troubleshooting__ticket-system__lo-kickoff.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/troubleshooting__ticket-system__lo-kickoff.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-018
clip_caption,lo-dev-018,ticket-system,troubleshooting__ticket-system__lo-kickoff.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/troubleshooting__ticket-system__lo-kickoff.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-018
clip_markdown,lo-dev-018,ticket-system,troubleshooting__ticket-system__lo-kickoff.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/troubleshooting__ticket-system__lo-kickoff.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-018
clip_video,lo-dev-019,loan-factory-iq,leads-and-marketing__loan-factory-iq__lo-kickoff.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__loan-factory-iq__lo-kickoff.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Loan Factory IQ | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-019,loan-factory-iq,leads-and-marketing__loan-factory-iq__lo-kickoff.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__loan-factory-iq__lo-kickoff.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-019
clip_caption,lo-dev-019,loan-factory-iq,leads-and-marketing__loan-factory-iq__lo-kickoff.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__loan-factory-iq__lo-kickoff.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-019
clip_markdown,lo-dev-019,loan-factory-iq,leads-and-marketing__loan-factory-iq__lo-kickoff.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__loan-factory-iq__lo-kickoff.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-019
clip_video,lo-dev-020,google-business-profile-setup,leads-and-marketing__google-business-profile-setup__lo-kickoff.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__google-business-profile-setup__lo-kickoff.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Google Business Profile Setup | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-020,google-business-profile-setup,leads-and-marketing__google-business-profile-setup__lo-kickoff.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__google-business-profile-setup__lo-kickoff.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-020
clip_caption,lo-dev-020,google-business-profile-setup,leads-and-marketing__google-business-profile-setup__lo-kickoff.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__google-business-profile-setup__lo-kickoff.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-020
clip_markdown,lo-dev-020,google-business-profile-setup,leads-and-marketing__google-business-profile-setup__lo-kickoff.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__google-business-profile-setup__lo-kickoff.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-020
clip_video,lo-dev-021,marketing-materials,leads-and-marketing__marketing-materials__lo-kickoff.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__marketing-materials__lo-kickoff.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Marketing Materials | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-021,marketing-materials,leads-and-marketing__marketing-materials__lo-kickoff.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__marketing-materials__lo-kickoff.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-021
clip_caption,lo-dev-021,marketing-materials,leads-and-marketing__marketing-materials__lo-kickoff.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__marketing-materials__lo-kickoff.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-021
clip_markdown,lo-dev-021,marketing-materials,leads-and-marketing__marketing-materials__lo-kickoff.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__marketing-materials__lo-kickoff.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-021
clip_video,lo-dev-022,user-and-credential-settings,getting-started__user-and-credential-settings__lo-kickoff.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/getting-started__user-and-credential-settings__lo-kickoff.mp4,Cutdown Clip Library,,,"restricted (link, not public)",User and Credential Settings | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-022,user-and-credential-settings,getting-started__user-and-credential-settings__lo-kickoff.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/getting-started__user-and-credential-settings__lo-kickoff.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-022
clip_caption,lo-dev-022,user-and-credential-settings,getting-started__user-and-credential-settings__lo-kickoff.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/getting-started__user-and-credential-settings__lo-kickoff.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-022
clip_markdown,lo-dev-022,user-and-credential-settings,getting-started__user-and-credential-settings__lo-kickoff.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/getting-started__user-and-credential-settings__lo-kickoff.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-022
clip_video,lo-dev-023,google-chat-spaces,tera-and-system-navigation__google-chat-spaces__lo-kickoff.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/tera-and-system-navigation__google-chat-spaces__lo-kickoff.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Google Chat Spaces | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-023,google-chat-spaces,tera-and-system-navigation__google-chat-spaces__lo-kickoff.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/tera-and-system-navigation__google-chat-spaces__lo-kickoff.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-023
clip_caption,lo-dev-023,google-chat-spaces,tera-and-system-navigation__google-chat-spaces__lo-kickoff.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/tera-and-system-navigation__google-chat-spaces__lo-kickoff.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-023
clip_markdown,lo-dev-023,google-chat-spaces,tera-and-system-navigation__google-chat-spaces__lo-kickoff.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/tera-and-system-navigation__google-chat-spaces__lo-kickoff.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-023
clip_video,lo-dev-024,corporate-coaches,corporate-coach__corporate-coaches__lo-kickoff.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/corporate-coach__corporate-coaches__lo-kickoff.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Corporate Coaches | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-024,corporate-coaches,corporate-coach__corporate-coaches__lo-kickoff.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/corporate-coach__corporate-coaches__lo-kickoff.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-024
clip_caption,lo-dev-024,corporate-coaches,corporate-coach__corporate-coaches__lo-kickoff.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/corporate-coach__corporate-coaches__lo-kickoff.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-024
clip_markdown,lo-dev-024,corporate-coaches,corporate-coach__corporate-coaches__lo-kickoff.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/corporate-coach__corporate-coaches__lo-kickoff.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-024
clip_video,lo-dev-025,initial-compensation-settings,compensation-and-fees__initial-compensation-settings__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/compensation-and-fees__initial-compensation-settings__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Initial Compensation Settings | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-025,initial-compensation-settings,compensation-and-fees__initial-compensation-settings__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/compensation-and-fees__initial-compensation-settings__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-025
clip_caption,lo-dev-025,initial-compensation-settings,compensation-and-fees__initial-compensation-settings__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/compensation-and-fees__initial-compensation-settings__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-025
clip_markdown,lo-dev-025,initial-compensation-settings,compensation-and-fees__initial-compensation-settings__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/compensation-and-fees__initial-compensation-settings__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-025
clip_video,lo-dev-026,comp-minimum-and-maximum-logic,pricing-loans__comp-minimum-and-maximum-logic__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/pricing-loans__comp-minimum-and-maximum-logic__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Comp Minimum and Maximum Logic | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-026,comp-minimum-and-maximum-logic,pricing-loans__comp-minimum-and-maximum-logic__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/pricing-loans__comp-minimum-and-maximum-logic__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-026
clip_caption,lo-dev-026,comp-minimum-and-maximum-logic,pricing-loans__comp-minimum-and-maximum-logic__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/pricing-loans__comp-minimum-and-maximum-logic__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-026
clip_markdown,lo-dev-026,comp-minimum-and-maximum-logic,pricing-loans__comp-minimum-and-maximum-logic__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/pricing-loans__comp-minimum-and-maximum-logic__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-026
clip_video,lo-dev-027,wholesale-compensation-breakdown,compensation-and-fees__wholesale-compensation-breakdown__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/compensation-and-fees__wholesale-compensation-breakdown__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Wholesale Compensation Breakdown | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-027,wholesale-compensation-breakdown,compensation-and-fees__wholesale-compensation-breakdown__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/compensation-and-fees__wholesale-compensation-breakdown__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-027
clip_caption,lo-dev-027,wholesale-compensation-breakdown,compensation-and-fees__wholesale-compensation-breakdown__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/compensation-and-fees__wholesale-compensation-breakdown__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-027
clip_markdown,lo-dev-027,wholesale-compensation-breakdown,compensation-and-fees__wholesale-compensation-breakdown__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/compensation-and-fees__wholesale-compensation-breakdown__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-027
clip_video,lo-dev-028,lender-paid-case-study,pricing-loans__lender-paid-case-study__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/pricing-loans__lender-paid-case-study__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Lender Paid Case Study | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-028,lender-paid-case-study,pricing-loans__lender-paid-case-study__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/pricing-loans__lender-paid-case-study__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-028
clip_caption,lo-dev-028,lender-paid-case-study,pricing-loans__lender-paid-case-study__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/pricing-loans__lender-paid-case-study__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-028
clip_markdown,lo-dev-028,lender-paid-case-study,pricing-loans__lender-paid-case-study__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/pricing-loans__lender-paid-case-study__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-028
clip_video,lo-dev-029,borrower-paid-mechanics-reducing-comp,pricing-loans__borrower-paid-mechanics-reducing-comp__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/pricing-loans__borrower-paid-mechanics-reducing-comp__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Borrower Paid Mechanics: Reducing Comp | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-029,borrower-paid-mechanics-reducing-comp,pricing-loans__borrower-paid-mechanics-reducing-comp__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/pricing-loans__borrower-paid-mechanics-reducing-comp__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-029
clip_caption,lo-dev-029,borrower-paid-mechanics-reducing-comp,pricing-loans__borrower-paid-mechanics-reducing-comp__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/pricing-loans__borrower-paid-mechanics-reducing-comp__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-029
clip_markdown,lo-dev-029,borrower-paid-mechanics-reducing-comp,pricing-loans__borrower-paid-mechanics-reducing-comp__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/pricing-loans__borrower-paid-mechanics-reducing-comp__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-029
clip_video,lo-dev-030,borrower-paid-mechanics-winning-shopped-deals,pricing-loans__borrower-paid-mechanics-winning-shopped-deals__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/pricing-loans__borrower-paid-mechanics-winning-shopped-deals__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Borrower Paid Mechanics: Winning Shopped Deals | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-030,borrower-paid-mechanics-winning-shopped-deals,pricing-loans__borrower-paid-mechanics-winning-shopped-deals__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/pricing-loans__borrower-paid-mechanics-winning-shopped-deals__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-030
clip_caption,lo-dev-030,borrower-paid-mechanics-winning-shopped-deals,pricing-loans__borrower-paid-mechanics-winning-shopped-deals__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/pricing-loans__borrower-paid-mechanics-winning-shopped-deals__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-030
clip_markdown,lo-dev-030,borrower-paid-mechanics-winning-shopped-deals,pricing-loans__borrower-paid-mechanics-winning-shopped-deals__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/pricing-loans__borrower-paid-mechanics-winning-shopped-deals__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-030
clip_video,lo-dev-031,correspondent-channel-overview-flexibility,compensation-and-fees__correspondent-channel-overview-flexibility__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/compensation-and-fees__correspondent-channel-overview-flexibility__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Correspondent Channel Overview: Flexibility | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-031,correspondent-channel-overview-flexibility,compensation-and-fees__correspondent-channel-overview-flexibility__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/compensation-and-fees__correspondent-channel-overview-flexibility__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-031
clip_caption,lo-dev-031,correspondent-channel-overview-flexibility,compensation-and-fees__correspondent-channel-overview-flexibility__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/compensation-and-fees__correspondent-channel-overview-flexibility__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-031
clip_markdown,lo-dev-031,correspondent-channel-overview-flexibility,compensation-and-fees__correspondent-channel-overview-flexibility__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/compensation-and-fees__correspondent-channel-overview-flexibility__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-031
clip_video,lo-dev-032,correspondent-channel-overview-processing-and-fees,compensation-and-fees__correspondent-channel-overview-processing-and-fees__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/compensation-and-fees__correspondent-channel-overview-processing-and-fees__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Correspondent Channel Overview: Processing and Fees | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-032,correspondent-channel-overview-processing-and-fees,compensation-and-fees__correspondent-channel-overview-processing-and-fees__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/compensation-and-fees__correspondent-channel-overview-processing-and-fees__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-032
clip_caption,lo-dev-032,correspondent-channel-overview-processing-and-fees,compensation-and-fees__correspondent-channel-overview-processing-and-fees__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/compensation-and-fees__correspondent-channel-overview-processing-and-fees__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-032
clip_markdown,lo-dev-032,correspondent-channel-overview-processing-and-fees,compensation-and-fees__correspondent-channel-overview-processing-and-fees__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/compensation-and-fees__correspondent-channel-overview-processing-and-fees__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-032
clip_video,lo-dev-033,non-target-compensation-strategy-built-in-rates,pricing-loans__non-target-compensation-strategy-built-in-rates__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/pricing-loans__non-target-compensation-strategy-built-in-rates__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Non Target Compensation Strategy: Built In Rates | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-033,non-target-compensation-strategy-built-in-rates,pricing-loans__non-target-compensation-strategy-built-in-rates__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/pricing-loans__non-target-compensation-strategy-built-in-rates__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-033
clip_caption,lo-dev-033,non-target-compensation-strategy-built-in-rates,pricing-loans__non-target-compensation-strategy-built-in-rates__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/pricing-loans__non-target-compensation-strategy-built-in-rates__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-033
clip_markdown,lo-dev-033,non-target-compensation-strategy-built-in-rates,pricing-loans__non-target-compensation-strategy-built-in-rates__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/pricing-loans__non-target-compensation-strategy-built-in-rates__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-033
clip_video,lo-dev-034,non-target-compensation-strategy-manual-overage,pricing-loans__non-target-compensation-strategy-manual-overage__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/pricing-loans__non-target-compensation-strategy-manual-overage__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Non Target Compensation Strategy: Manual Overage | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-034,non-target-compensation-strategy-manual-overage,pricing-loans__non-target-compensation-strategy-manual-overage__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/pricing-loans__non-target-compensation-strategy-manual-overage__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-034
clip_caption,lo-dev-034,non-target-compensation-strategy-manual-overage,pricing-loans__non-target-compensation-strategy-manual-overage__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/pricing-loans__non-target-compensation-strategy-manual-overage__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-034
clip_markdown,lo-dev-034,non-target-compensation-strategy-manual-overage,pricing-loans__non-target-compensation-strategy-manual-overage__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/pricing-loans__non-target-compensation-strategy-manual-overage__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-034
clip_video,lo-dev-035,loan-factory-fee-schedule,compensation-and-fees__loan-factory-fee-schedule__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/compensation-and-fees__loan-factory-fee-schedule__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Loan Factory Fee Schedule | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-035,loan-factory-fee-schedule,compensation-and-fees__loan-factory-fee-schedule__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/compensation-and-fees__loan-factory-fee-schedule__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-035
clip_caption,lo-dev-035,loan-factory-fee-schedule,compensation-and-fees__loan-factory-fee-schedule__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/compensation-and-fees__loan-factory-fee-schedule__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-035
clip_markdown,lo-dev-035,loan-factory-fee-schedule,compensation-and-fees__loan-factory-fee-schedule__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/compensation-and-fees__loan-factory-fee-schedule__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-035
clip_video,lo-dev-036,admin-fee-rules,compensation-and-fees__admin-fee-rules__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/compensation-and-fees__admin-fee-rules__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Admin Fee Rules | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-036,admin-fee-rules,compensation-and-fees__admin-fee-rules__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/compensation-and-fees__admin-fee-rules__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-036
clip_caption,lo-dev-036,admin-fee-rules,compensation-and-fees__admin-fee-rules__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/compensation-and-fees__admin-fee-rules__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-036
clip_markdown,lo-dev-036,admin-fee-rules,compensation-and-fees__admin-fee-rules__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/compensation-and-fees__admin-fee-rules__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-036
clip_video,lo-dev-037,epo-risks,compliance-and-process-reminders__epo-risks__compensation-fees.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/compliance-and-process-reminders__epo-risks__compensation-fees.mp4,Cutdown Clip Library,,,"restricted (link, not public)",EPO Risks | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-037,epo-risks,compliance-and-process-reminders__epo-risks__compensation-fees.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/compliance-and-process-reminders__epo-risks__compensation-fees.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-037
clip_caption,lo-dev-037,epo-risks,compliance-and-process-reminders__epo-risks__compensation-fees.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/compliance-and-process-reminders__epo-risks__compensation-fees.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-037
clip_markdown,lo-dev-037,epo-risks,compliance-and-process-reminders__epo-risks__compensation-fees.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/compliance-and-process-reminders__epo-risks__compensation-fees.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-037
